,p_match,inns,bat,p_bat,team_bat,bowl,p_bowl,team_bowl,ball,ball_id,outcome,score,out,dismissal,p_out,over,ball.1,noball,wide,byes,legbyes,cur_bat_runs,cur_bat_bf,cur_bowl_ovr,cur_bowl_wkts,cur_bowl_runs,inns_runs,inns_wkts,inns_balls,inns_runs_rem,inns_balls_rem,inns_rr,inns_rrr,target,max_balls,date,year,ground,country,winner,toss,competition,bat_hand,bowl_style,bowl_kind,batruns,ballfaced,bowlruns,bat_out,wagonX,wagonY,wagonZone,pitchLine,pitchLength,shotType
849586,1137466,1,Dimuth Karunaratne,227772,Sinhalese Sports Club,Buddika Hasaranga,599365,Sri Lanka Navy Sports Club,13,1137466_1_13_13,run,1,False,,227772,13,13,0,0,0,0,38,35,4.0,1,30,95,4,78,,0,7.3,,,0,2018-02-27,2018,"Burgher Recreation Club Ground, Colombo",Sri Lanka,Sinhalese Sports Club,Sinhalese Sports Club,SLC Twenty-20 Tournament,LHB,OB,spin bowler,1,1,1,True,0,0,0,,,
851486,1174781,1,Charana Nanayakkara,954537,Panadura Sports Club,Chanuka Dilshan,1135787,Moors Sports Club,12,1174781_1_12_12,run,1,False,,954537,12,12,0,0,0,0,2,3,3.0,3,17,94,6,72,,0,7.83,,,0,2019-02-19,2019,"Nondescripts Cricket Club Ground, Colombo",Sri Lanka,Moors Sports Club,Panadura Sports Club,SLC T20,RHB,SLA,spin bowler,1,1,1,True,0,0,0,,,
923952,903761,1,Andrew Puttick,46797,South Western Districts,Keith Dudgeon,596800,Gauteng,12,903761_1_7_12,run,2,False,,46797,7,12,0,0,0,0,38,26,2.0,1,9,44,2,42,,0,6.28,,,0,2015-09-26,2015,"Mangaung Oval, Bloemfontein",South Africa,South Western Districts,Gauteng,Africa T20 Cup,LHB,RFM,pace bowler,2,1,2,True,0,0,0,,,
938789,1124658,1,Ayabulela Gqamane,322818,Warriors,Ryan McLaren,46393,Knights,12,1124658_1_20_12,run,1,False,,322818,20,12,0,0,0,0,7,5,4.0,0,44,153,9,120,,0,7.65,,,0,2017-11-10,2017,"St George's Park, Port Elizabeth",South Africa,Knights,Knights,Ram Slam T20,RHB,RMF,pace bowler,1,1,1,True,0,0,0,,,
1052105,1157411,1,Alex Obanda,291844,Kenya,Tangeni Lungameni,524075,Namibia,12,1157411_1_6_12,wide,1,False,,291844,6,12,0,1,0,0,33,15,0.5,0,11,77,0,35,,0,13.2,,,0,2018-09-16,2018,"Buffalo Park, East London",South Africa,-,Namibia,Africa T20 Cup,RHB,LM,pace bowler,0,0,1,True,0,0,0,,,
1052106,1157411,1,Alex Obanda,291844,Kenya,Tangeni Lungameni,524075,Namibia,13,1157411_1_6_13,no run,0,False,,291844,6,13,0,0,0,0,33,16,1.0,0,11,77,0,36,,0,12.83,,,0,2018-09-16,2018,"Buffalo Park, East London",South Africa,-,Namibia,Africa T20 Cup,RHB,LM,pace bowler,0,1,0,True,0,0,0,,,
1064863,1257404,2,Jan Nicol Loftie-Eaton,1071473,Namibia,Cosmas Kyewuta,1107651,Uganda,12,1257404_2_3_12,run,1,False,,1071473,3,12,0,0,0,0,2,3,2.0,1,20,25,2,18,110.0,102,8.33,6.47,135.0,120,2021-04-03,2021,"Wanderers Cricket Ground, Windhoek",Namibia,Namibia,Uganda,T20I,LHB,RM,pace bowler,1,1,1,True,0,0,0,,,
1134012,1137466,1,Thisara Perera,233514,Sinhalese Sports Club,Asith Weerasuriya,543547,Sri Lanka Navy Sports Club,12,1137466_1_15_12,run,1,False,,233514,15,12,0,0,0,0,24,14,1.0,0,19,120,4,90,,0,8.0,,,0,2018-02-27,2018,"Burgher Recreation Club Ground, Colombo",Sri Lanka,Sinhalese Sports Club,Sinhalese Sports Club,SLC Twenty-20 Tournament,LHB,OB,spin bowler,1,1,1,True,0,0,0,,,
1134017,1137466,1,Thisara Perera,233514,Sinhalese Sports Club,Asith Weerasuriya,543547,Sri Lanka Navy Sports Club,12,1137466_1_17_12,no run,0,False,,233514,17,12,0,0,0,0,52,23,2.0,0,39,151,4,102,,0,8.88,,,0,2018-02-27,2018,"Burgher Recreation Club Ground, Colombo",Sri Lanka,Sinhalese Sports Club,Sinhalese Sports Club,SLC Twenty-20 Tournament,LHB,OB,spin bowler,0,1,0,True,0,0,0,,,
1158321,1324578,1,Zubaid Akbari,1015437,Hindukush Stars,Sami Totakhil,1196086,Mis Ainak Knights,12,1324578_1_1_12,no run,0,False,,1015437,1,12,0,0,0,0,0,2,1.0,0,25,25,0,6,,0,25.0,,,0,2022-08-01,2022,Kabul International Cricket Stadium,Afghanistan,Mis Ainak Knights,Hindukush Stars,SCL,LHB,RM,pace bowler,0,1,0,True,0,0,0,,,
1163235,1137482,1,Nalin Priyadarshana,359624,Ace Capital Cricket Club,Shohan Rangika,470086,Sri Lanka Air Force Sports Club,12,1137482_1_19_12,out,0,True,caught,359624,19,12,0,0,0,0,2,4,3.5,2,19,99,10,113,,0,5.25,,,0,2018-03-02,2018,"Burgher Recreation Club Ground, Colombo",Sri Lanka,Sri Lanka Air Force Sports Club,Sri Lanka Ports Authority Cricket Club,SLC Twenty-20 Tournament,RHB,OB,spin bowler,0,1,0,True,0,0,0,,,
1166019,1253131,1,Nimesh Vimukthi,1070154,Panadura Sports Club,Yasoda Mendis,1079831,Sri Lanka Army,12,1253131_1_7_12,four,4,False,,1070154,7,12,0,0,0,0,4,3,2.0,2,8,24,4,42,,0,3.42,,,0,2021-03-07,2021,"Nondescripts Cricket Club Ground, Colombo",Sri Lanka,Sri Lanka Army Sports Club,Sri Lanka Army Sports Club,SLC T20,LHB,RM,pace bowler,4,1,4,True,0,0,0,,,
1166037,1253131,1,Koshan Danuska,499596,Panadura Sports Club,Yasoda Mendis,1079831,Sri Lanka Army,12,1253131_1_9_12,leg bye,1,False,,499596,9,12,0,0,0,1,5,4,3.0,3,14,36,5,54,,0,4.0,,,0,2021-03-07,2021,"Nondescripts Cricket Club Ground, Colombo",Sri Lanka,Sri Lanka Army Sports Club,Sri Lanka Army Sports Club,SLC T20,RHB,RM,pace bowler,0,1,0,True,0,0,0,,,
1166648,1318342,1,Aravinda Akurugoda,786923,Sri Lanka Navy Sports Club,Nilanka Premaratne,360350,Kurunegala Youth Cricket Club,12,1318342_1_5_12,no run,0,False,,786923,5,12,0,0,0,0,0,3,1.3,0,23,39,0,29,,0,8.06,,,0,2022-06-12,2022,"P Sara Oval, Colombo",Sri Lanka,Sri Lanka Navy Sports Club,Kurunegala Youth Cricket Club,Clubs T20,RHB,LMF,pace bowler,0,1,0,True,0,0,0,,,
1166649,1318342,1,Aravinda Akurugoda,786923,Sri Lanka Navy Sports Club,Nilanka Premaratne,360350,Kurunegala Youth Cricket Club,13,1318342_1_5_13,no run,0,False,,786923,5,13,0,0,0,0,0,4,2.0,1,23,40,1,30,,0,8.0,,,0,2022-06-12,2022,"P Sara Oval, Colombo",Sri Lanka,Sri Lanka Navy Sports Club,Kurunegala Youth Cricket Club,Clubs T20,RHB,LMF,pace bowler,0,1,0,True,0,0,0,,,
1166696,1318342,1,Sachithra Senanayake,273439,Sri Lanka Navy Sports Club,Gihan Anjana,1257784,Kurunegala Youth Cricket Club,12,1318342_1_9_12,run,1,False,,273439,9,12,0,0,0,0,35,28,2.0,0,4,63,2,54,,0,7.0,,,0,2022-06-12,2022,"P Sara Oval, Colombo",Sri Lanka,Sri Lanka Navy Sports Club,Kurunegala Youth Cricket Club,Clubs T20,RHB,SLA,spin bowler,1,1,1,True,0,0,0,,,
1166708,1318342,1,Chathuranga Dikkumbura,1130988,Sri Lanka Navy Sports Club,Gihan Anjana,1257784,Kurunegala Youth Cricket Club,12,1318342_1_11_12,run,1,False,,1130988,11,12,0,0,0,0,6,9,3.0,0,10,78,2,66,,0,7.09,,,0,2022-06-12,2022,"P Sara Oval, Colombo",Sri Lanka,Sri Lanka Navy Sports Club,Kurunegala Youth Cricket Club,Clubs T20,LHB,SLA,spin bowler,1,1,1,True,0,0,0,,,
1188799,1174699,1,Supeshala Jayathilake,429690,Ragama Cricket Club,Tharushan Iddamalgoda,1130490,Sri Lanka Navy Sports Club,12,1174699_1_7_12,run,1,False,,429690,7,12,0,0,0,0,1,2,1.0,1,5,45,4,42,,0,6.42,,,0,2019-02-15,2019,"FTZ Sports Complex (Board of Investment), Katunayake",Sri Lanka,Sri Lanka Navy Sports Club,Sri Lanka Navy Sports Club,SLC T20,LHB,LB,spin bowler,1,1,1,True,0,0,0,,,
1193462,1137482,1,Gayan Maneeshan,362892,Ace Capital Cricket Club,Buddika Sandaruwan,416109,Sri Lanka Air Force Sports Club,12,1137482_1_8_12,run,1,False,,362892,8,12,0,0,0,0,8,10,2.0,1,6,37,5,48,,0,4.62,,,0,2018-03-02,2018,"Burgher Recreation Club Ground, Colombo",Sri Lanka,Sri Lanka Air Force Sports Club,Sri Lanka Ports Authority Cricket Club,SLC Twenty-20 Tournament,LHB,SLA,spin bowler,1,1,1,True,0,0,0,,,
1199778,1211908,1,Akeel Inham,786919,Kandy Customs Cricket Club,Nimantha Gunasiri,1138293,Nugegoda Sports Welfare Club,12,1211908_1_2_12,no run,0,False,,786919,2,12,0,0,0,0,0,1,0.5,1,7,13,1,11,,0,7.09,,,0,2020-01-12,2020,"De Zoysa Stadium, Moratuwa",Sri Lanka,Nugegoda Sports Welfare Club,Kandy Customs Cricket Club,SLC T20,RHB,RM,pace bowler,0,1,0,True,0,0,0,,,
1199779,1211908,1,Akeel Inham,786919,Kandy Customs Cricket Club,Nimantha Gunasiri,1138293,Nugegoda Sports Welfare Club,13,1211908_1_2_13,run,1,False,,786919,2,13,0,0,0,0,1,2,1.0,1,8,14,1,12,,0,7.0,,,0,2020-01-12,2020,"De Zoysa Stadium, Moratuwa",Sri Lanka,Nugegoda Sports Welfare Club,Kandy Customs Cricket Club,SLC T20,RHB,RM,pace bowler,1,1,1,True,0,0,0,,,
