p_bat,bat,matches,batruns,ballfaced,strike rate,dismissals
735835,Aditya Kaushik,8,146,145,100.6896551724138,8
814241,Deepraj Gaonkar,9,146,106,137.73584905660377,7
297592,Luke Fletcher,25,146,123,118.69918699186992,16
466090,Shaylen Pillay,13,145,151,96.02649006622516,11
327947,Dane Paterson,28,145,120,120.83333333333333,12
447261,Deepak Chahar,19,144,109,132.11009174311926,11
488998,Tshepang Dithole,9,144,141,102.12765957446808,8
41244,Kashif Bhatti,15,144,154,93.50649350649351,7
1246467,Ishaan Gadekar,4,144,81,177.77777777777777,3
393289,Shaun von Berg,19,144,133,108.27067669172932,11
26038,Adnan Ilyas,7,144,109,132.11009174311926,7
346914,Ben Slater,10,144,125,115.2,9
1299794,Tarang Gohel,6,143,81,176.54320987654322,5
510823,Justin Greaves,9,143,141,101.41843971631205,8
1070986,Heath Richards,8,143,120,119.16666666666667,8
537119,Mohit Sharma,26,142,126,112.6984126984127,14
1131753,Vishvaraj Jadeja,7,142,105,135.23809523809524,6
482018,Jean Marais,4,142,127,111.81102362204724,4
379860,Malcolm Nofal,11,142,135,105.18518518518519,9
380354,Anamul Haque,10,141,155,90.96774193548387,9
423842,Anand Singh,5,141,125,112.8,5
603411,Jay Lenton,11,141,105,134.28571428571428,7
43364,Tariq Haroon,7,141,84,167.85714285714286,4
1173272,Bayley Wiggins,12,141,107,131.77570093457945,11
545970,Michael Loubser,7,140,83,168.67469879518072,6
262159,Mbasa Gqadushe,16,140,161,86.95652173913044,13
6973,Peter Nevill,17,140,128,109.375,10
345825,Chaturanga de Silva,16,140,118,118.64406779661017,14
485562,Gareth Dukes,12,140,72,194.44444444444446,9
348152,Usman Qadir,29,139,130,106.92307692307692,14
279554,Ishank Jaggi,6,139,134,103.73134328358209,4
43656,Yasir Hameed,6,139,144,96.52777777777777,6
946517,Dion Myers,8,139,116,119.82758620689656,8
1062364,Blayde Capell,10,139,129,107.75193798449612,10
348109,Paul van Meekeren,25,138,130,106.15384615384616,17
595759,Tumi Koto,7,138,112,123.21428571428571,7
42495,Raheel Majeed,5,138,107,128.97196261682242,4
366725,Oshada Fernando,8,138,123,112.1951219512195,7
969379,Hiten Dalal,9,138,113,122.12389380530973,9
1229938,Greg Ford,10,138,112,123.21428571428571,4
543184,Sohail Mahmoud,14,138,154,89.6103896103896,9
36947,Derek de Boorder,9,137,127,107.8740157480315,7
550251,Kyle Simmonds,16,137,112,122.32142857142857,9
443263,Hayden Walsh,17,137,130,105.38461538461539,9
596489,Rivaldo Moonsamy,12,137,164,83.53658536585365,12
524812,Kishen Velani,12,136,128,106.25,12
414971,Craig Wallace,11,136,129,105.42635658914729,8
536363,Clayton Bosch,5,136,93,146.23655913978496,1
1072594,Andile Mokgakane,9,136,131,103.81679389312977,6
554701,Shubham Ranjane,5,135,123,109.7560975609756,4
278688,Waldo Lategan,6,135,141,95.74468085106383,5
1064812,Rahul Chahar,27,135,143,94.4055944055944,21
315035,Sybrand Engelbrecht,7,134,163,82.20858895705521,5
390724,Sumeet Verma,5,134,82,163.41463414634146,5
948567,Ludwig Kaestner,6,134,144,93.05555555555556,5
232356,Ronnie Hira,11,134,101,132.67326732673268,8
1161022,Sundeep Jora,9,133,122,109.01639344262296,8
557298,Daniel Worrall,19,133,109,122.01834862385321,8
1246422,Denish Das,8,133,150,88.66666666666667,8
1171647,Avneesh Sudha,4,133,109,122.01834862385321,4
495551,Sheldon Cottrell,31,133,125,106.4,19
554700,Nikhil Naik,7,133,116,114.65517241379311,5
310953,Ganesh Satish,6,133,146,91.0958904109589,5
545467,Junior Dala,16,133,117,113.67521367521367,6
1152716,Javelle Glen,11,133,111,119.81981981981981,8
631545,Matthew Carter,25,132,131,100.76335877862596,14
596437,Glen Adams,9,132,106,124.52830188679245,9
44408,Tumelo Bodibe,11,132,130,101.53846153846153,8
481979,Anrich Nortje,31,132,131,100.76335877862596,16
380990,Simon Khomari,12,132,149,88.59060402684564,11
32540,Cheteshwar Pujara,5,132,104,126.92307692307692,6
420402,Afsar Zazai,7,132,151,87.41721854304636,7
1030753,Sol Budinger,13,131,113,115.929203539823,11
1145103,Oli Carter,7,131,89,147.19101123595505,6
6903,Clint McKay,20,131,126,103.96825396825396,12
272385,Josh Lalor,28,131,146,89.72602739726027,21
747067,Josh Bohannon,17,130,140,92.85714285714286,13
596484,Danie Rossouw,3,130,106,122.64150943396227,2
327950,Dewald Botha,6,130,109,119.26605504587155,4
949205,Salman Khan,7,130,118,110.16949152542372,7
1126045,Nishan Madushka,9,129,143,90.20979020979021,8
422104,Pavan Deshpande,5,129,106,121.69811320754717,4
948595,Justin Broad,6,129,98,131.6326530612245,7
1246518,Karan Sharma,10,129,153,84.31372549019608,8
437005,Binod Bhandari,13,128,131,97.70992366412214,12
598933,Babul Kumar,3,128,88,145.45454545454547,2
1195143,Tim Tector,11,128,110,116.36363636363636,11
793441,Aamer Jamal,13,128,116,110.34482758620689,10
555853,Mark Steketee,29,128,134,95.5223880597015,23
269237,Mohammad Mithun,12,128,136,94.11764705882354,12
1159653,Ravinderpal Singh,7,128,109,117.43119266055047,7
1202786,Sakibul Gani,5,128,94,136.17021276595744,4
44656,Stephen Cook,5,127,112,113.39285714285714,5
290948,Mohammad Amir,47,127,152,83.55263157894737,25
820677,Keacy Carty,4,127,107,118.69158878504673,4
11718,Nick Compton,8,127,103,123.30097087378641,8
547085,Saad Ali,6,126,100,126.0,7
39346,Afaq Raheem,5,126,117,107.6923076923077,5
1043925,John Matchett,6,126,79,159.49367088607596,4
440828,Rishav Das,8,125,124,100.80645161290323,7
40869,Imran Khalid,13,125,100,125.0,7
698321,Ruan de Swardt,11,125,130,96.15384615384616,11
595926,Christoffel Klijnhans,4,125,120,104.16666666666667,3
934943,Rohit Sharma,5,125,73,171.23287671232876,2
1129365,Nick Kwant,10,124,108,114.81481481481481,9
595956,Eben Botha,5,124,77,161.03896103896105,4
1193541,William Clark,6,124,104,119.23076923076923,4
906783,Obed McCoy,23,124,119,104.2016806722689,15
594274,Isaac Dikgale,8,123,102,120.58823529411765,7
570261,Dan Lincoln,11,123,123,100.0,9
1049265,Graham Kennedy,12,123,124,99.19354838709677,10
605360,Akshay Wadkar,7,123,126,97.61904761904762,6
277912,Trent Boult,28,122,114,107.01754385964912,10
214695,Alexei Kervezee,9,122,113,107.96460176991151,8
459257,Tymal Mills,34,122,133,91.72932330827068,21
227757,Ali Khan,7,122,86,141.86046511627907,6
1241265,Aayan Afzal Khan,10,122,117,104.27350427350427,8
5941,Ben Hilfenhaus,16,122,114,107.01754385964912,13
395057,Seth Rance,15,121,105,115.23809523809524,12
46935,Michael Price,2,121,77,157.14285714285714,1
46950,Cobus Pienaar,4,121,88,137.5,3
1287029,Bipin Saurabh,4,121,92,131.52173913043478,4
427485,Arjit Gupta,11,121,106,114.15094339622641,11
693975,Sahan Arachchige,10,121,126,96.03174603174604,7
326460,Ryan Carters,10,120,109,110.09174311926606,6
331373,Fraser Colson,7,120,90,133.33333333333334,6
1287036,Jay Gohil,7,120,87,137.93103448275863,2
1141934,Kushal Malla,12,120,103,116.50485436893204,11
389605,Ashish Reddy,8,120,75,160.0,5
443150,Kyle Hope,5,120,110,109.0909090909091,5
1175454,Yash Nahar,3,120,88,136.36363636363637,2
906745,Leniko Boucher,6,120,114,105.26315789473684,5
457234,Keron Cottoy,9,120,104,115.38461538461539,5
633301,Cameron Steel,9,119,94,126.59574468085107,8
1108830,Nyeem Young,12,119,126,94.44444444444444,10
1129638,Ben Lockrose,8,119,68,175.0,4
646847,Dom Bess,19,119,100,119.0,10
14014,Andy Hodd,12,118,107,110.2803738317757,10
532851,Akhil Herwadkar,3,118,93,126.88172043010752,3
1231590,James Coles,9,118,90,131.11111111111111,7
595783,Ajaz Patel,24,117,129,90.69767441860465,15
1252370,Vivrant Sharma,5,117,117,100.0,5
470909,Antonius Staal,11,117,92,127.17391304347827,8
41242,Khurram Shehzad,6,117,71,164.7887323943662,4
235524,Timycen Maruma,5,117,92,127.17391304347827,3
490062,Aubrey Ferreira,5,117,95,123.15789473684211,3
1027781,Matthew Potts,15,116,88,131.8181818181818,7
43872,Zohaib Khan,17,116,100,116.0,12
526492,Tom Sole,11,116,114,101.75438596491227,7
25051,Mahuru Dai,9,116,139,83.45323741007195,9
977451,Jack Prestwidge,11,116,99,117.17171717171718,9
23515,Ben Wright,8,116,98,118.36734693877551,6
1126694,Darius D'Silva,7,116,134,86.56716417910448,4
498827,Wesley Coulentianos,8,116,123,94.3089430894309,5
1209190,Matthew Forde,12,115,93,123.65591397849462,9
854329,Lakhan Singh,3,115,91,126.37362637362638,2
56007,Mashrafe Mortaza,18,115,86,133.72093023255815,13
24853,Nicolaas Scholtz,12,114,113,100.88495575221239,11
553258,Luke Schlemmer,8,114,108,105.55555555555556,6
392285,Rehan Afridi,4,114,97,117.52577319587628,3
859899,Calvin Harrison,22,114,100,114.0,13
359184,Tom Lewis,8,114,108,105.55555555555556,8
298241,Nathan Buck,17,114,99,115.15151515151516,9
697279,Usman Shinwari,19,114,92,123.91304347826087,8
31750,Anustup Majumdar,6,114,97,117.52577319587628,5
316318,Khalid Usman,12,114,95,120.0,4
1212829,Ali Naseer,8,113,92,122.82608695652173,7
781297,James Seymour,9,113,78,144.87179487179486,7
333001,Tinotenda Mutombodzi,16,113,138,81.8840579710145,15
1403162,Agni Chopra,3,113,68,166.1764705882353,3
543078,Shubham Khajuria,4,112,99,113.13131313131314,4
1174024,Sandeep Goud,12,112,106,105.66037735849056,9
343305,Bilawal Bhatti,15,111,77,144.15584415584416,9
571703,Wellington Masakadza,22,111,123,90.2439024390244,16
281652,Ali Sarfraz,10,111,103,107.76699029126213,7
232489,Rameez Raja,11,111,112,99.10714285714286,11
440520,Bevan Small,14,111,96,115.625,8
46797,Andrew Puttick,3,111,120,92.5,3
467350,Jonathan Foo,10,111,77,144.15584415584416,7
875609,Mitch Renwick,8,110,101,108.91089108910892,7
414397,Hamza Tariq,11,110,97,113.4020618556701,8
1071994,Jared Fuchs,6,110,94,117.02127659574468,5
955091,Rajat Dey,5,110,69,159.42028985507247,4
279506,Gulraiz Sadaf,5,110,121,90.9090909090909,3
413099,Calum Haggett,11,109,87,125.28735632183908,3
448243,Rumman Raees,21,109,94,115.95744680851064,9
364343,Craig Young,26,109,135,80.74074074074075,19
303437,James Shannon,6,109,77,141.55844155844156,6
333800,Lachlan Pfeffer,4,109,95,114.73684210526316,4
331855,Taruwar Kohli,3,109,89,122.47191011235955,3
639422,Charlie Thurston,9,109,110,99.0909090909091,8
1125867,Mohammad Boota,11,109,101,107.92079207920793,5
1122501,Mitesh Patel,4,108,86,125.5813953488372,2
792519,Dhananjaya Lakshan,8,108,91,118.68131868131869,6
926651,Joshua Ozukum,6,108,110,98.18181818181819,6
446860,Zhivago Groenewald,9,108,129,83.72093023255815,7
1292506,Nishant Sindhu,4,108,85,127.05882352941177,3
1203282,Tunish Sawkar,6,108,78,138.46153846153845,3
1156690,Suraj Kumar,8,108,86,125.5813953488372,6
447142,Sudip Chatterjee,8,107,102,104.90196078431373,7
826497,Snehal Kauthankar,7,107,110,97.27272727272727,7
627627,Tom Rogers,16,107,104,102.88461538461539,9
1278029,Yasir Khan,6,106,83,127.71084337349397,6
480693,Anthony Bramble,14,106,116,91.37931034482759,11
315623,Ben Laughlin,22,105,101,103.96039603960396,12
1081437,Utkarsh Singh,6,105,86,122.09302325581395,6
807571,Michael Weldon,7,105,77,136.36363636363637,5
314622,Krishmar Santokie,20,105,115,91.30434782608695,13
458897,Ruaidhri Smith,22,105,98,107.14285714285714,12
857833,Jay Bista,3,105,73,143.83561643835617,2
1115195,Joshua De Caires,7,105,88,119.31818181818181,7
501345,Darshan Misal,8,105,84,125.0,6
956035,Karan Shinde,3,105,63,166.66666666666666,2
31107,Amit Mishra,20,105,138,76.08695652173913,9
538506,Taskin Ahmed,22,105,118,88.98305084745763,15
1125567,Jyotsnil Singh,5,105,92,114.1304347826087,5
807469,Thikshila de Silva,9,104,78,133.33333333333334,8
44413,Andrew Birch,11,104,82,126.82926829268293,7
1216245,Ramachandran Ragupathy,4,104,107,97.19626168224299,4
940973,Mohammed Siraj,21,104,119,87.39495798319328,10
1125687,Rajjakuddin Ahmed,5,104,59,176.27118644067798,3
1146883,Jack Carty,9,104,107,97.19626168224299,8
279862,Shrikant Mundhe,4,103,81,127.1604938271605,4
894087,Calvin Dickinson,6,103,71,145.07042253521126,6
1158088,Naseem Shah,34,103,108,95.37037037037037,20
1212693,Rahul Buddhi,8,103,87,118.39080459770115,7
646173,Kiplin Doriga,10,103,98,105.10204081632654,9
765879,Matthew Waite,16,103,82,125.60975609756098,10
570262,George Rhodes,14,103,103,100.0,9
321758,Luthando Mnyanda,9,103,114,90.35087719298245,8
530015,William Bosisto,10,102,105,97.14285714285714,7
51433,Samuel Badree,26,102,113,90.26548672566372,13
511247,Matt Taylor,19,102,97,105.15463917525773,10
865833,Zak Chappell,19,101,88,114.77272727272727,10
638912,Matthew Kelly,12,101,82,123.17073170731707,6
543449,Ajay Lalcheta,10,101,82,123.17073170731707,7
698117,Jason Niemand,9,101,101,100.0,8
1168733,Ankit Kumar,3,101,74,136.48648648648648,3
598284,Damodaran Rohit,9,101,111,90.990990990991,7
698319,Beyers Swanepoel,8,101,55,183.63636363636363,5
229225,Kashif Daud,8,100,65,153.84615384615384,5
604534,Ankush Bains,7,100,98,102.04081632653062,6
7443,Nathan Rimmington,18,100,87,114.94252873563218,7
645319,Alex Thomson,12,100,69,144.92753623188406,6
725435,Aditya Garhwal,5,100,75,133.33333333333334,5
42321,Nasir Jamshed,7,100,75,133.33333333333334,6
19346,Chris Read,7,100,56,178.57142857142858,3
1171127,Haseebullah Khan,6,99,67,147.76119402985074,5
42876,Sultan Ahmed,11,99,77,128.57142857142858,9
453289,Neville Madziva,13,99,98,101.0204081632653,7
1353014,Aarya Desai,4,99,80,123.75,4
215152,Jackson Bird,22,99,106,93.39622641509433,8
35263,Virender Sehwag,8,99,84,117.85714285714286,7
1178065,Divan la Cock,5,98,84,116.66666666666667,5
807657,Sanjay Raghunath,3,98,86,113.95348837209302,4
698313,Alexander Kok,5,98,63,155.55555555555554,4
1252585,Shubham Dubey,5,97,83,116.86746987951807,4
637163,Aron Nijjar,19,97,84,115.47619047619048,12
586985,Jiwanjot Singh,2,97,80,121.25,1
774217,Clint Hinchliffe,16,97,119,81.5126050420168,10
527362,Chirag Jani,8,97,82,118.29268292682927,4
52912,Ravi Rampaul,22,97,94,103.19148936170212,11
297581,Max Waller,23,96,110,87.27272727272727,8
25977,Sharad Vesawkar,9,96,117,82.05128205128206,7
696143,Shane Snater,21,96,77,124.67532467532467,11
32685,Irfan Pathan,9,96,98,97.95918367346938,7
1048841,Sanjay Yadav,5,96,76,126.3157894736842,6
1193548,Tim Pringle,13,95,102,93.13725490196079,10
24752,Collins Obuya,12,95,109,87.1559633027523,10
422992,Ankit Sharma,9,95,87,109.19540229885058,6
977815,Ekant Sen,5,95,70,135.71428571428572,2
1182529,Noor Ahmad,15,95,70,135.71428571428572,10
595416,Liam Peters,8,95,107,88.78504672897196,7
280734,Imrul Kayes,9,95,97,97.9381443298969,7
856379,Mrunal Devdhar,4,95,83,114.4578313253012,4
437691,Solo Nqweni,9,94,71,132.3943661971831,3
820355,Shubham Pundir,7,94,82,114.63414634146342,5
414973,Ollie Hairs,11,94,63,149.20634920634922,10
1243738,Mitchell Hay,9,94,84,111.9047619047619,8
547766,Jacob Duffy,22,93,77,120.77922077922078,11
230861,Malusi Siboto,20,93,111,83.78378378378379,8
1149723,Ben Wells,8,93,87,106.89655172413794,7
245490,Ahmed Raza,15,93,121,76.85950413223141,7
1129637,Luke Georgeson,4,93,74,125.67567567567568,3
311592,Mitchell Starc,16,93,89,104.49438202247191,7
826349,Salman Nizar,4,92,72,127.77777777777777,1
1247122,Umang Kumar,4,92,66,139.3939393939394,2
432072,Trevon Griffith,6,92,82,112.1951219512195,6
532853,Smit Patel,6,92,102,90.19607843137256,6
362710,David Payne,24,92,100,92.0,16
230593,Abhishek Raut,2,92,73,126.02739726027397,1
943295,Muhammad Kaleem,7,91,104,87.5,7
1159943,Prafullomani Singh,4,91,91,100.0,2
670037,Ramaal Lewis,7,91,71,128.16901408450704,5
1122853,Tony Munyonga,8,90,104,86.53846153846153,8
629084,Ramesh Mendis,9,89,66,134.84848484848484,8
1167965,Shivalik Sharma,4,89,64,139.0625,4
307075,Ruvindu Gunasekera,4,88,80,110.0,5
601491,Brian Barnard,4,88,62,141.93548387096774,1
21646,James Tredwell,14,88,93,94.6236559139785,9
47492,Dale Steyn,21,88,87,101.14942528735632,7
317219,Shehzad Azam,6,88,75,117.33333333333333,3
806239,Brandon Mavuta,11,88,68,129.41176470588235,5
326462,Jason Floros,10,88,84,104.76190476190476,8
450881,Calvin Savage,10,88,77,114.28571428571429,8
1070608,Gift Mokoena,3,87,83,104.81927710843374,3
1058989,Aryan Lakra,4,87,74,117.56756756756756,3
527776,Ollie Robinson,18,87,81,107.4074074074074,10
1088164,Nabi Gul,5,87,68,127.94117647058823,5
637496,Gurdeep Singh,9,87,94,92.55319148936171,8
1246530,Bhanu Pania,9,86,69,124.6376811594203,2
25065,Jack Vare,8,86,81,106.17283950617283,8
52334,Imran Khan,13,86,90,95.55555555555556,8
956311,Ashwin Das,4,85,41,207.3170731707317,1
330902,Mustafizur Rahman,34,85,125,68.0,16
1050545,Xavier Bartlett,9,85,65,130.76923076923077,3
1253822,Gulsan Jha,5,85,63,134.9206349206349,4
436749,Fayyaz Butt,11,84,91,92.3076923076923,6
731523,Dinesh Nakrani,4,84,66,127.27272727272727,4
574178,Akila Dananjaya,21,84,114,73.6842105263158,13
1292497,Shaik Rasheed,4,84,78,107.6923076923077,3
1126693,Baxter Holt,7,84,88,95.45454545454545,6
1061467,Dillon Heyliger,6,84,63,133.33333333333334,2
605576,Cameron Valente,8,84,71,118.30985915492958,5
1057399,Manoj Bhandage,4,84,57,147.3684210526316,3
660889,Mason Crane,20,84,102,82.3529411764706,5
928113,Zephania Arinaitwe,4,83,53,156.60377358490567,4
35928,Bipul Sharma,8,83,51,162.7450980392157,3
720475,Kaushal Singh,5,83,75,110.66666666666667,4
1295842,Campbell Kellaway,8,83,67,123.88059701492537,6
590326,Mitchell Swepson,25,82,85,96.47058823529412,14
1039481,Gus Atkinson,19,82,75,109.33333333333333,7
1129633,Max Chu,11,82,68,120.58823529411765,8
826617,Himalay Agarwal,3,82,69,118.84057971014492,3
1138316,Maheesh Theekshana,24,82,117,70.08547008547009,14
856285,Sagar Trivedi,6,82,72,113.88888888888889,5
315062,Omphile Ramela,6,82,86,95.34883720930233,6
1175441,Ravi Bishnoi,21,81,97,83.50515463917526,13
1201537,Abhimanyusingh Rajput,4,81,68,119.11764705882354,3
1248374,Aamer Azmat,7,81,78,103.84615384615384,6
1195662,Gavin Hoey,6,81,64,126.5625,6
1166910,Piyush Joshi,3,81,63,128.57142857142858,3
1158100,Mohammad Hasnain,26,81,99,81.81818181818181,8
240609,Fawad Ahmed,27,81,104,77.88461538461539,15
698197,Justin Watson,4,81,54,150.0,2
431902,Yannic Cariah,4,81,60,135.0,2
272477,Jason Behrendorff,21,81,85,95.29411764705883,9
698317,Ruben Trumpelmann,9,81,67,120.8955223880597,3
272465,James Pattinson,13,80,73,109.58904109589041,10
437505,Armand Erasmus,9,80,54,148.14814814814815,7
652361,Atit Sheth,9,80,70,114.28571428571429,5
9042,Gareth Batty,26,80,99,80.8080808080808,12
5702,James Hopes,8,80,62,129.03225806451613,4
49758,Lasith Malinga,18,80,91,87.91208791208791,12
714455,Sumit Ghadigaonkar,2,80,57,140.35087719298247,2
461158,Tom Knight,5,80,63,126.98412698412699,3
946177,George Van Heerden,3,80,72,111.11111111111111,3
1079848,Shivam Mavi,13,79,74,106.75675675675676,11
696439,Tiaan van Vuuren,9,79,48,164.58333333333334,4
1059577,Subhranshu Senapati,4,79,68,116.17647058823529,3
527663,Jagadeesha Suchith,11,79,73,108.21917808219177,5
221293,Lefa Mosena,9,78,85,91.76470588235294,7
297477,Matthew Kleinveldt,5,78,81,96.29629629629629,4
387046,Amir Ali,8,78,59,132.20338983050848,6
379230,Arpit  Vasavada,3,78,57,136.8421052631579,3
1191384,Peter Hatzoglou,15,78,69,113.04347826086956,5
1217487,Mubasir Khan,10,78,75,104.0,8
43685,Yasir Shah,24,78,102,76.47058823529412,19
959833,Wes Agar,18,78,69,113.04347826086956,11
429927,Corné Dry,10,78,52,150.0,9
437506,Imran Manack,12,78,64,121.875,7
1292561,Bishal Roy,3,77,56,137.5,1
598905,Imran Butt,6,77,76,101.3157894736842,5
235532,Cephas Zhuwao,5,77,56,137.5,5
605670,Bruce Kerr,7,77,96,80.20833333333333,7
1159734,Sumit Kumar,8,77,49,157.14285714285714,6
260035,Fazal Subhan,4,77,52,148.07692307692307,4
1206033,Parth Chauhan,6,76,51,149.01960784313727,3
1069549,Siddhesh Wath,4,76,71,107.04225352112677,3
39091,Abdur Rehman,5,76,57,133.33333333333334,4
1104703,Fred Klaassen,24,76,82,92.6829268292683,14
6033,Mitchell Johnson,15,76,84,90.47619047619048,7
272485,Sam Robson,3,75,62,120.96774193548387,3
47483,Greg Smith,3,75,58,129.31034482758622,3
43654,Yasir Arafat,14,75,64,117.1875,6
821647,Hamu Kayondo,4,75,87,86.20689655172414,4
1159742,Marimuthu Vikneshwaran,7,75,81,92.5925925925926,5
1153767,Vikramjit Singh,7,75,83,90.36144578313252,7
1175433,Rishabh Chouhan,6,74,71,104.22535211267606,4
1201552,Sachin Kumar,4,74,50,148.0,2
960361,Sandeep Lamichhane,24,74,91,81.31868131868131,14
852317,KV Sasikanth,4,74,50,148.0,3
440519,Tim Johnston,7,74,57,129.82456140350877,5
318615,Zeeshan Siddiqui,4,74,57,129.82456140350877,4
316398,Zahid Mansoor,7,74,62,119.35483870967742,5
1292495,Angkrish Raghuvanshi,4,73,70,104.28571428571429,3
1246488,Kaif Ahmed,3,73,57,128.0701754385965,3
354441,Keith Barker,7,73,53,137.73584905660377,5
1129565,Riazat Ali Shah,4,73,47,155.31914893617022,2
637526,Isaac Okpe,4,73,49,148.9795918367347,3
414248,Hiral Patel,3,73,48,152.08333333333334,2
948435,Khanya Cotani,8,73,86,84.88372093023256,6
1114952,George Hill,8,72,81,88.88888888888889,6
1158596,William Smale,7,72,54,133.33333333333334,6
274921,Veerasammy Permaul,15,72,89,80.89887640449439,9
924551,Lahiru Samarakoon,7,72,67,107.46268656716418,5
633366,Shahidullah,3,72,59,122.03389830508475,2
1287040,Joseph Lalthankhuma,6,72,92,78.26086956521739,6
805925,Mohammad Irfan,11,72,43,167.4418604651163,4
936337,Rahul Hazarika,3,72,62,116.12903225806451,3
605671,Jason Oakes,11,71,114,62.280701754385966,9
40582,Imran Farhat,4,71,58,122.41379310344827,4
241356,Asif Raza,3,71,62,114.51612903225806,1
446808,Pradeep Airee,9,71,75,94.66666666666667,11
457279,Olly Stone,12,71,62,114.51612903225806,7
547095,Saifullah Bangash,8,71,65,109.23076923076923,6
820685,Nicholas Kirton,6,71,73,97.26027397260275,4
24616,Greg Thompson,8,71,90,78.88888888888889,6
949459,Muhammed Mayet,6,70,79,88.60759493670886,4
1159371,Mohammad Ilyas,19,70,89,78.65168539325843,11
796809,Raghav Dhawan,2,70,64,109.375,1
1125568,Kartik Kakade,5,70,55,127.27272727272727,3
44395,Thando Bula,7,70,84,83.33333333333333,5
500154,Kumar Deobrat,8,70,76,92.10526315789474,6
471210,Tom Fell,7,69,78,88.46153846153847,8
1125976,Arshdeep Singh,21,69,72,95.83333333333333,7
1124853,Graeme Beghin,6,69,65,106.15384615384616,5
698073,Morne Venter,3,69,56,123.21428571428571,2
7898,Peter Siddle,26,69,88,78.4090909090909,13
1159812,Sedezhalie Rupero,6,69,101,68.31683168316832,6
1159940,Rex Rajkumar,5,69,66,104.54545454545455,5
277955,Dhawal Kulkarni,18,68,72,94.44444444444444,9
949473,Brandon McMullen,1,68,35,194.28571428571428,1
526482,Sikander Zulfiqar,8,68,68,100.0,7
942657,Amandeep Khare,4,68,66,103.03030303030303,4
279566,Ian Dev Singh,3,68,57,119.29824561403508,3
596800,Keith Dudgeon,8,67,70,95.71428571428571,6
275658,Michael Hogan,18,67,63,106.34920634920636,7
917231,BR Sharath,7,67,77,87.01298701298701,7
1287067,Abdul Basith,3,67,50,134.0,2
49535,Nuwan Kulasekara,11,67,64,104.6875,8
949461,Codi Yusuf,11,67,73,91.78082191780823,3
351588,Mark Wood,11,67,65,103.07692307692308,4
670045,Gudakesh Motie,11,67,67,100.0,5
501012,Joel Paris,12,67,59,113.55932203389831,7
1246449,Bharat Sharma,4,66,49,134.69387755102042,4
4531,Ed Cowan,5,66,63,104.76190476190476,5
481896,Mohammed Shami,19,66,64,103.125,11
857973,George Bartlett,7,66,59,111.86440677966101,7
1175423,Hrithik Shokeen,5,66,65,101.53846153846153,3
581160,Khary Pierre,15,66,75,88.0,6
1078693,Joshua Bishop,6,66,47,140.4255319148936,2
483168,Shaheen Khan,4,66,73,90.41095890410959,4
403321,Ademola Onikoyi,4,65,59,110.16949152542372,3
531953,Max Sorensen,6,65,41,158.53658536585365,3
528730,Akshay Karnewar,8,65,59,110.16949152542372,7
1260229,George Bell,4,65,54,120.37037037037037,3
727011,Fritz de Beer,5,65,72,90.27777777777777,4
447287,Faizan Asif,4,65,47,138.29787234042553,4
431905,Shane Dowrich,4,65,47,138.29787234042553,4
427484,Bavanaka Sandeep,3,65,61,106.55737704918033,3
39911,Asif Zakir,5,65,69,94.20289855072464,5
1080008,Tanay Thyagarajan,6,65,49,132.6530612244898,4
629405,Joshua Ayannaike,3,65,86,75.5813953488372,4
210279,Andrew Poynter,6,65,59,110.16949152542372,4
499660,Gurinder Sandhu,13,65,65,100.0,9
547763,Ollie Newton,14,65,71,91.54929577464789,11
24599,Boyd Rankin,14,65,71,91.54929577464789,6
1158761,Ovais Yousof,4,64,71,90.14084507042253,4
351998,Sam Wood,9,64,60,106.66666666666667,5
361952,Rizwan Cheema,5,64,49,130.6122448979592,5
429893,Richardt Frenz,3,64,46,139.1304347826087,1
891517,Pat Brown,19,64,88,72.72727272727273,5
1080812,Danru Ferns,8,64,43,148.8372093023256,6
1094992,Prem Sisodiya,12,64,43,148.8372093023256,6
8628,Gareth Andrew,8,64,50,128.0,3
348049,Nasum Ahmed,15,64,69,92.7536231884058,7
215058,Stephen Parry,12,63,55,114.54545454545455,4
379239,Johannes Diseko,12,63,68,92.6470588235294,4
625383,Jasprit Bumrah,23,63,76,82.89473684210526,7
1201514,Mickil Jaiswal,3,63,38,165.78947368421052,2
1112207,Jonathan Garth,5,63,68,92.6470588235294,4
297482,Ben Sanderson,19,63,81,77.77777777777777,8
948593,Mihlali Mpongwana,9,63,68,92.6470588235294,8
1211111,Henan Nazir,4,63,75,84.0,3
639140,Matt Milnes,14,63,47,134.04255319148936,6
1094569,Dillon Pennington,18,63,69,91.30434782608695,7
425913,Abhimanyu Rana,5,63,62,101.61290322580645,5
946351,Valentine Kitime,7,63,67,94.02985074626865,7
1121574,Kunal Chandela,4,62,54,114.81481481481481,3
1115852,Joey Evison,3,62,44,140.9090909090909,2
699493,Writtick Chatterjee,5,62,55,112.72727272727273,4
1080013,Divyang Hinganekar,4,62,30,206.66666666666666,1
12461,Jade Dernbach,15,62,68,91.17647058823529,8
885743,Ryan Stevenson,11,62,47,131.91489361702128,5
277237,Iqbal Abdulla,5,62,52,119.23076923076923,1
1079860,Tajinder Singh,3,61,29,210.3448275862069,3
535378,Kagiso Mohale,8,61,60,101.66666666666667,6
595832,Don Radebe,4,61,39,156.4102564102564,3
