p_bat,bat,matches,batruns,ballfaced,strike rate,dismissals
360911,Varun Aaron,9,26,67,38.80597014925373,6
524094,Rajesh Pulami,4,26,49,53.06122448979592,3
10617,Stuart Broad,3,25,18,138.88888888888889,1
8076,Shaun Tait,10,25,31,80.64516129032258,7
1131754,Chetan Sakariya,8,25,40,62.5,5
591650,Ankit Rajpoot,7,25,36,69.44444444444444,4
595796,Jaco van Rensburg,3,25,26,96.15384615384616,4
1048863,Shoaib Md Khan,3,25,24,104.16666666666667,2
1070188,Kamlesh Nagarkoti,10,25,38,65.78947368421052,6
1139511,Parvez Hossain Emon,2,25,38,65.78947368421052,2
437928,Grant Edmeades,2,25,14,178.57142857142858,1
635641,Alex Hepburn,3,25,28,89.28571428571429,2
560767,Adam Hickey,3,25,25,100.0,3
1175458,Akash Singh,4,25,28,89.28571428571429,2
484497,Prashant Awasthi,2,25,20,125.0,2
33870,Rajagopal Sathish,3,24,24,100.0,3
1158760,Sesan Adedeji,3,24,34,70.58823529411765,3
49920,Dilruwan Perera,3,24,33,72.72727272727273,3
1132005,Mohsin Khan,5,24,24,100.0,2
1159808,Imliwati Lemtur,3,24,29,82.75862068965517,3
324358,Nuwan Pradeep,12,24,46,52.17391304347826,6
340841,Eklavya Dwivedi,3,24,16,150.0,3
341593,Devendra Bishoo,5,24,37,64.86486486486487,1
894203,Ryan MacBeth,2,24,20,120.0,2
1158766,Kgosi Leopeng,3,24,30,80.0,2
594263,Tumelo Tlhokwe,4,24,22,109.0909090909091,3
594336,Lwandiswa Zuma,8,24,34,70.58823529411765,3
526442,Ross Allen,4,24,31,77.41935483870968,1
437687,Mkhululi Calana,3,24,23,104.34782608695652,1
501848,Gareth Harte,4,24,25,96.0,4
746417,George Hankins,4,24,39,61.53846153846154,4
1141032,Zaman Akhter,3,24,28,85.71428571428571,1
681053,Sarmad Hameed,2,24,28,85.71428571428571,2
436690,Tyler Lortan,2,24,33,72.72727272727273,1
21447,Tom Smith,3,24,30,80.0,2
654797,Callum Taylor,6,24,35,68.57142857142857,5
1122851,Faraz Akram,4,24,34,70.58823529411765,1
857965,Olly Westbury,1,24,16,150.0,1
1212583,Hardik Tamore,2,24,29,82.75862068965517,2
1150572,Luke Doneathy,4,24,21,114.28571428571429,3
595386,Dilivio Ridgaard,5,24,28,85.71428571428571,4
1175495,Karan Lal,1,24,20,120.0,1
1200616,Clayton Floyd,3,24,24,100.0,1
1072473,Umer Khan,8,24,19,126.3157894736842,4
926597,Aminul Islam,4,23,19,121.05263157894737,1
321793,Attie Maposa,3,23,17,135.2941176470588,1
498591,Travis Muller,4,23,27,85.18518518518519,4
784375,Lahiru Kumara,11,23,34,67.6470588235294,5
300618,Nasir Hossain,5,23,28,82.14285714285714,5
210283,Steven Finn,15,23,34,67.6470588235294,6
1340427,Bikash Singh,3,23,38,60.526315789473685,3
937953,Bilal Khan,13,23,40,57.5,5
716779,Mohammad Irfan,5,23,32,71.875,3
1292751,Will Prestwidge,3,23,19,121.05263157894737,1
46538,Morne Morkel,10,23,35,65.71428571428571,4
1292527,Tripurana Vijay,1,23,29,79.3103448275862,1
321446,Vaibhav Wategaonkar,3,23,34,67.6470588235294,2
537126,Barinder Sran,8,23,23,100.0,1
927119,Ali Khan,7,23,24,95.83333333333333,5
539304,Babar Hayat,1,23,17,135.2941176470588,1
638300,Brad Taylor,4,23,28,82.14285714285714,3
360320,Ravi Patel,2,23,24,95.83333333333333,1
905931,Thilan Walallawita,6,23,20,115.0,4
1399673,Fayyaz Khan,1,23,9,255.55555555555554,1
543036,Ngazibini Sigwili,1,23,13,176.92307692307693,1
1203995,Shahnawaz Dahani,5,23,18,127.77777777777777,2
322232,Ayaz Tasawwar,3,22,46,47.82608695652174,2
1211825,William O’Rourke,4,22,19,115.78947368421052,1
354259,Azeem Rafiq,9,22,30,73.33333333333333,3
55705,Tinashe Panyangara,3,22,13,169.23076923076923,1
888455,Umair Ali,4,22,19,115.78947368421052,3
1175480,Tejas Patel,1,22,12,183.33333333333334,1
339669,Karan Kaul,2,22,24,91.66666666666667,2
1216350,Wil Parker,5,22,18,122.22222222222223,4
381004,Shershan Naidoo,4,22,37,59.45945945945946,4
681801,Shakeel Ahmed,2,22,18,122.22222222222223,1
922947,Sameen Gul,7,22,30,73.33333333333333,2
1403175,Licha Jhon,1,22,33,66.66666666666667,1
308235,Javed Ahmadi,2,22,27,81.48148148148148,2
952729,Michael Cohen,4,22,19,115.78947368421052,1
446807,Subash Khakurel,3,22,46,47.82608695652174,4
595617,Tyron Koen,2,22,20,110.0,1
1159712,Prayas Ray Barman,2,21,27,77.77777777777777,2
32091,Abhishek Nayar,1,21,17,123.52941176470588,1
244639,Harry Gurney,13,21,27,77.77777777777777,6
1246426,Anish Charak,2,21,25,84.0,2
604711,Nikhilesh Surendran,1,21,19,110.52631578947368,1
943241,Taimoor Sultan,1,21,20,105.0,1
477069,Baba Indrajith,3,21,30,70.0,3
1126179,Dhruv Patel,3,21,35,60.0,1
17134,Tim Murtagh,4,21,19,110.52631578947368,2
1137279,Jonathan Cook,5,21,22,95.45454545454545,1
595881,Jason Raubenheimer,2,21,28,75.0,2
1202236,Jack Clayton,2,21,23,91.30434782608695,2
688143,Alfred Mothoa,8,21,43,48.83720930232558,4
1143809,Henry Crocombe,8,21,21,100.0,1
290739,Zia-ul-Haq,4,21,21,100.0,4
10820,Dean Cosker,6,21,28,75.0,2
1246458,Vikash Vishal,1,21,24,87.5,1
5681,Brad Hogg,8,21,28,75.0,2
851751,Navneet Singh,2,21,29,72.41379310344827,2
588471,Hokaito Zhimomi,5,21,45,46.666666666666664,5
26487,Avinash Yadav,3,21,24,87.5,2
807545,Conor McKerr,7,21,23,91.30434782608695,4
451947,Milind Kumar,2,21,16,131.25,2
862065,Felix Organ,3,21,23,91.30434782608695,3
793007,Dilshan Madushanka,6,21,40,52.5,4
420492,Brian Masaba,1,20,29,68.96551724137932,2
955235,Nuwan Thushara,11,20,25,80.0,4
1252341,Vikash Kumar,4,20,16,125.0,3
825375,Izak Cornelis Bergh,1,20,22,90.9090909090909,1
767223,Ollie Sale,5,20,19,105.26315789473684,2
1030549,Andrew Hazeldine,4,20,19,105.26315789473684,4
1131646,Kimani Melius,3,20,22,90.9090909090909,3
44667,Jandre Coetzee,2,20,20,100.0,2
340857,Ashish Yadav,2,20,18,111.11111111111111,2
332937,Jahmar Hamilton,4,20,33,60.60606060606061,4
698145,Todd Walker,2,20,28,71.42857142857143,2
703323,Ihsanullah,1,20,14,142.85714285714286,1
429895,Vukozi Bamuza,2,20,17,117.6470588235294,2
1201536,Abid Mushtaq,3,20,30,66.66666666666667,3
260037,Jamal Anwar,8,20,23,86.95652173913044,6
1223053,Steven McGiffin,2,20,23,86.95652173913044,1
641801,Will Davis,9,20,35,57.142857142857146,5
959769,Ben Sears,6,20,17,117.6470588235294,1
559065,Matt Quinn,7,20,21,95.23809523809524,2
1278203,Liam McCarthy,1,20,11,181.8181818181818,2
332187,Kyle Corbin,1,20,28,71.42857142857143,1
422092,Vikum Sanjaya,5,20,18,111.11111111111111,3
498838,Ndumiso Mvelase,3,19,19,100.0,3
1295903,Kevin Wickham,2,19,19,100.0,2
50802,Mahela Udawatte,3,19,23,82.6086956521739,3
1143140,Isaac Danladi,4,19,40,47.5,3
659095,Cormac McLoughlin-Gavin,2,19,24,79.16666666666667,2
394871,Ramith Rambukwella,1,19,16,118.75,1
333071,Keddy Lesporis,3,19,16,118.75,3
857979,George Scrimshaw,8,19,34,55.88235294117647,1
533972,Moinuddin,2,19,13,146.15384615384616,1
1081444,Harsh Tyagi,4,19,17,111.76470588235294,2
934935,Suboth Bhati,4,19,39,48.717948717948715,4
550186,Jack Newby,3,19,27,70.37037037037037,3
588639,Manjeet Singh,1,19,11,172.72727272727272,1
226493,Hamish Bennett,6,19,18,105.55555555555556,1
685869,Trent Lawford,5,19,19,100.0,2
482076,Taariq Chiecktey,2,19,21,90.47619047619048,2
1159748,Lalhmangaiha,3,19,43,44.18604651162791,3
1272475,Zaman Khan,11,19,35,54.285714285714285,4
905969,Tom Price,3,19,21,90.47619047619048,3
943279,Fahad Tariq,4,19,24,79.16666666666667,4
571788,Nicholas Bertus,2,19,22,86.36363636363636,2
928061,Rory Anders,4,19,26,73.07692307692308,4
946365,Caleb Seleka,4,19,30,63.333333333333336,2
595835,Nyiko Shikwambana,3,19,27,70.37037037037037,3
236779,Ishant Sharma,5,19,16,118.75,2
35731,Vinay Kumar,5,19,17,111.76470588235294,2
522898,Charlie Morris,7,19,20,95.0,1
1171138,Ahmed Khan,1,19,17,111.76470588235294,1
940747,Manender Singh,2,19,20,95.0,2
1246486,Suvankar Bal,2,19,15,126.66666666666667,2
595915,Aron Visser,2,19,24,79.16666666666667,2
1159495,Khurram Shahzad,7,19,40,47.5,3
1005369,Jacob Mulder,3,19,19,100.0,2
402066,Sufyan Mehmood,2,19,41,46.34146341463415,1
1139523,Rishad Hossain,2,18,20,90.0,2
429017,Jongile Kilani,2,18,22,81.81818181818181,1
1058990,Ansh Tandon,4,18,23,78.26086956521739,3
1012131,Rakibul Hasan,2,18,7,257.14285714285717,1
1404554,Anant Bharwad,1,18,25,72.0,1
348135,Nikhil Dutta,2,18,15,120.0,2
959793,Arsal Sheikh,2,18,33,54.54545454545455,1
46149,Eddie Leie,8,18,22,81.81818181818181,4
290638,Amit Yadav,3,18,21,85.71428571428571,2
448074,Martin Coetzee,4,18,31,58.064516129032256,5
1072469,Hidayatullah,2,18,26,69.23076923076923,2
10622,Jack Brooks,4,18,23,78.26086956521739,2
807551,CJ van der Walt,1,18,18,100.0,1
446810,Nazmul Islam,4,18,17,105.88235294117646,1
1255250,Asakhe Tsaka,1,18,19,94.73684210526316,1
595996,Alistair Frost,2,18,20,90.0,1
297634,Stuart Meaker,5,18,19,94.73684210526316,3
1299843,Pukhraj Mann,2,18,12,150.0,1
1193544,Joey Field,6,18,14,128.57142857142858,3
1278147,Sharoon Siraj,1,18,13,138.46153846153845,1
698143,Lutho Sipamla,9,18,31,58.064516129032256,4
952239,Sahil Patel,2,18,26,69.23076923076923,1
28671,Faiz Fazal,1,18,21,85.71428571428571,1
1186229,Hila Vare,2,18,17,105.88235294117646,2
1072482,Kamal Airee,3,18,18,100.0,3
1094350,George Lavelle,2,18,20,90.0,2
1350772,Sagar Solanki,2,18,20,90.0,2
914567,Oshane Thomas,12,18,38,47.36842105263158,4
1201572,Karnajit Yumnam,3,18,39,46.15384615384615,4
1292565,Sridam Paul,1,17,10,170.0,1
316909,Basheeru-Deen Walters,6,17,25,68.0,4
578173,Kolla Sumanth,1,17,13,130.76923076923077,1
264587,Vuyisa Makhaphela,1,17,20,85.0,1
646181,Nosaina Pokana,6,17,30,56.666666666666664,2
934366,Ruan Sadler,3,17,23,73.91304347826087,3
262264,Pieter Stuurman,2,17,20,85.0,2
1161050,Sediqullah Atal,3,17,30,56.666666666666664,3
1071038,Jacques Vosloo,2,17,22,77.27272727272727,4
323223,Ravi Jangid,2,17,24,70.83333333333333,2
1295555,Mason Hughes,2,17,13,130.76923076923077,2
1124737,Renaldo Meyer,5,17,19,89.47368421052632,3
595785,Bailey Aarons,2,17,22,77.27272727272727,2
1098405,Ben Allison,6,17,21,80.95238095238095,3
1159951,Kangabam Singh,2,17,18,94.44444444444444,1
594335,Kerwin Mungroo,5,17,22,77.27272727272727,3
1339018,Lalhriatrenga,3,17,36,47.22222222222222,1
1192197,Heinrigh Pieterse,3,17,27,62.96296296296296,2
948691,Khaif Patel,1,17,21,80.95238095238095,1
219416,Wayne White,3,17,23,73.91304347826087,3
1300569,Thorn Parkes,3,17,27,62.96296296296296,3
696299,Isma-eel Gafieldien,2,17,24,70.83333333333333,2
695283,Musawenkosi Twala,2,17,18,94.44444444444444,2
1292500,Dinesh Bana,1,17,16,106.25,1
1130300,Aryan Juyal,2,17,21,80.95238095238095,2
1068044,Ravi Thakur,1,16,18,88.88888888888889,1
1048867,Sonu Yadav,1,16,16,100.0,1
1058987,Karthik Meiyappan,2,16,17,94.11764705882354,2
1263361,Matthew Humphreys,4,16,20,80.0,3
750481,Jack Tector,2,16,23,69.56521739130434,2
1172653,Tom MacRury,2,16,21,76.19047619047619,1
555855,Harry Conway,5,16,19,84.21052631578948,3
736413,Sayan Ghosh,2,16,10,160.0,1
13981,David Griffiths,3,16,16,100.0,3
51436,Tino Best,6,16,18,88.88888888888889,3
429981,Mohammad Irfan,15,16,46,34.78260869565217,7
807061,Sithabiso Zungu,3,16,23,69.56521739130434,3
1175446,Sarbeswar Mohanty,1,16,19,84.21052631578948,1
286653,Rameez Aziz,2,16,21,76.19047619047619,2
1246507,L Kishan Singha,3,16,20,80.0,2
1174143,Rafiullah,3,16,14,114.28571428571429,3
1339104,Saad Masood,1,16,8,200.0,1
901155,Liam Hatcher,3,16,18,88.88888888888889,2
567645,Josh Shaw,3,16,11,145.45454545454547,2
1339013,Nihar Narah,3,16,14,114.28571428571429,2
930175,Deepak Khatri,2,16,13,123.07692307692308,1
223642,Rusty Theron,7,16,23,69.56521739130434,4
397037,Jahandad Khan,3,16,9,177.77777777777777,1
1126196,Abhishek Thakuri,3,16,18,88.88888888888889,3
39264,Azam Hussain,2,16,9,177.77777777777777,1
39745,Amjad Ali,2,16,23,69.56521739130434,1
332978,John Reva,5,16,26,61.53846153846154,5
293031,Elijah Otieno,5,15,15,100.0,2
1152410,Navod Paranavithana,4,15,17,88.23529411764706,4
1206110,Kevin Sinclair,7,15,43,34.883720930232556,6
650561,Abraash Khan,1,15,13,115.38461538461539,1
696327,Pheko Moletsane,2,15,14,107.14285714285714,2
1275056,Ackeem Auguste,2,15,21,71.42857142857143,2
598935,Dharmendrasinh Jadeja,4,15,20,75.0,3
1178066,Jan Balt,3,15,41,36.58536585365854,3
694209,Monu Kumar,4,15,17,88.23529411764706,1
777815,Vijaykumar Vyshak,3,15,12,125.0,2
769529,Marcus O'Riordan,2,15,16,93.75,1
1073111,Ahsan Hafeez,2,15,11,136.36363636363637,2
1163700,Subham Ghosh,2,15,21,71.42857142857143,1
235657,Steven Jacobs,5,15,25,60.0,2
1141545,Khalid Shah,4,15,18,83.33333333333333,3
1075863,Kamil Mishara,3,15,19,78.94736842105263,3
926851,Mukesh Kumar,7,15,17,88.23529411764706,1
950405,Tharindu Ratnayake,2,15,17,88.23529411764706,1
29942,VA Jagadeesh,1,15,15,100.0,1
440162,Lucas Oluoch,4,15,16,93.75,3
542344,Rajeshkumar Ranpura,3,15,18,83.33333333333333,1
1260072,Archie Lenham,5,15,34,44.11764705882353,1
253980,Rob Newton,2,15,14,107.14285714285714,2
948591,Bonga Makaka,2,14,20,70.0,2
774219,Matthew Kuhnemann,8,14,27,51.851851851851855,4
781705,Salman Irshad,9,14,25,56.0,6
541855,Reeve Cyster,3,14,14,100.0,3
1098178,Zain-ul-Hassan,2,14,9,155.55555555555554,1
1175460,Parvez Ahmed,2,14,35,40.0,2
230553,Kemar Roach,3,14,17,82.3529411764706,2
735845,Chintan Gaja,2,14,18,77.77777777777777,1
1077080,Leighton Swarts,2,14,22,63.63636363636363,2
553255,Dudu Zondo,2,14,25,56.0,2
1131978,Ashutosh Sharma,2,14,9,155.55555555555554,2
1195144,Mitchell Thompson,2,14,17,82.3529411764706,1
1036197,Philippe Boissevain,3,14,19,73.6842105263158,2
547739,Matt Taylor,2,14,12,116.66666666666667,2
5742,Chris Hartley,3,14,19,73.6842105263158,2
1210733,Jack Wood,2,14,16,87.5,2
631542,Rob Sayer,3,14,16,87.5,2
1320758,Guruswamy Ajitesh,3,14,13,107.6923076923077,3
822673,Pratik Das,1,14,22,63.63636363636363,1
1063401,Charl Cyster,3,14,15,93.33333333333333,1
1135345,Sanidhya Hurkat,1,14,13,107.6923076923077,1
301236,Lahiru Thirimanne,4,14,26,53.84615384615385,3
566685,Ben Coad,4,14,25,56.0,3
4508,Doug Bollinger,4,14,16,87.5,2
849751,Ritwik Roy Chowdhury,1,14,16,87.5,1
1234111,Mohammad Imran,4,13,12,108.33333333333333,3
464110,Josh Poysden,7,13,11,118.18181818181819,1
1194795,Matheesha Pathirana,4,13,25,52.0,3
1148589,Freddie Heldreich,4,13,27,48.148148148148145,3
18240,Jigar Naik,3,13,15,86.66666666666667,2
1161489,Rasikh Salam,3,13,14,92.85714285714286,2
595845,Sinegugu Maseko,2,13,18,72.22222222222223,1
595826,Michael van Rensburg,1,13,14,92.85714285714286,1
32211,Padmanabhan Prasanth,1,13,16,81.25,1
16938,David Masters,9,13,27,48.148148148148145,3
1332783,Arafat Minhas,1,13,14,92.85714285714286,1
379871,Brad Dolley,4,13,20,65.0,2
334409,Ryan McCone,3,13,15,86.66666666666667,2
1287064,Gagandeep Singh,2,13,16,81.25,2
955087,Abhishek Yadav,2,13,12,108.33333333333333,2
670039,Leroy Lugg,1,13,21,61.904761904761905,1
1301551,Yuvraj Singh,1,13,12,108.33333333333333,1
1214967,Sohan de Livera,2,13,15,86.66666666666667,2
471045,Hidde Overdijk,1,13,7,185.71428571428572,1
1265083,Josh Baker,6,13,24,54.166666666666664,4
439288,Joe Mennie,4,13,23,56.52173913043478,4
681351,Khurram Shahzad,2,13,19,68.42105263157895,1
1161381,Mahmudul Hasan Joy,2,13,20,65.0,2
34282,Pinal Shah,2,13,10,130.0,2
948545,Orapeleng Motlhoaring,3,13,18,72.22222222222223,1
1070624,Jon Hinrichsen,2,13,18,72.22222222222223,1
595283,Sean Whitehead,4,13,14,92.85714285714286,2
854333,Vikas Hathwala,1,13,11,118.18181818181819,1
1282001,Jesse Prodehl,1,13,18,72.22222222222223,1
1122918,Kartik Tyagi,6,13,16,81.25,4
1122557,Damien Ravu,4,13,18,72.22222222222223,2
533949,Fazal Niazai,1,12,15,80.0,1
952211,Kyle Jacobs,2,12,8,150.0,1
596096,Luvuyo Nkese,3,12,16,75.0,1
259551,Junaid Khan,13,12,30,40.0,6
695245,Thando Ntini,4,12,13,92.3076923076923,2
50205,Malinda Pushpakumara,3,12,7,171.42857142857142,2
596945,Umang Sharma,1,12,6,200.0,1
676383,Sithembiso Ndwandwa,2,12,17,70.58823529411765,2
1159591,Tom O'Connell,4,12,17,70.58823529411765,2
914467,Anderson Phillip,6,12,18,66.66666666666667,1
44014,John Anderson,2,12,18,66.66666666666667,2
427518,Dhruv Raval,1,12,8,150.0,1
1277540,Habib Gandhi,1,12,13,92.3076923076923,1
1300576,Vishal Jayswal,3,12,11,109.0909090909091,2
800983,Ahmed Safi Abdullah,4,12,22,54.54545454545455,2
1062334,Matthew Spoors,3,12,20,60.0,4
1206054,Basir Rahman,2,12,12,100.0,2
543187,J van Dyk,4,12,11,109.0909090909091,2
5593,Nathan Hauritz,1,12,9,133.33333333333334,1
1264775,Tom Lawes,4,12,20,60.0,1
922977,Hasan Mohsin,2,12,15,80.0,1
1159739,Iqlas Naha,3,12,17,70.58823529411765,3
973815,Tsepo Ndwandwa,4,12,18,66.66666666666667,1
300619,Rubel Hossain,10,12,23,52.17391304347826,3
1131881,Shashank Chandrakar,3,12,20,60.0,3
953285,Ma'ara Ave,2,12,16,75.0,2
1070154,Nimesh Vimukthi,2,11,17,64.70588235294117,2
1202441,Devan Vishvaka,4,11,18,61.111111111111114,4
326017,Siddarth Kaul,8,11,26,42.30769230769231,4
641395,Sam Pearce,3,11,13,84.61538461538461,2
1329697,Sufiyan Muqeem,3,11,15,73.33333333333333,1
208245,Charles Waiswa,1,11,14,78.57142857142857,1
322535,Karanveer Singh,3,11,16,68.75,1
1175450,Akash Choudhary,1,11,18,61.111111111111114,1
1279023,Aaqib Liaquat,1,11,15,73.33333333333333,1
524845,Peter Chase,6,11,19,57.89473684210526,2
1151300,P Saravana Kumar,1,11,5,220.0,1
1249564,Ahmed Daniyal,4,11,22,50.0,1
771649,Roland Cato,2,11,15,73.33333333333333,2
40170,Fayyaz Ahmed,1,11,12,91.66666666666667,1
554178,Varun Sood,1,11,13,84.61538461538461,1
1260075,Nathan Fernandes,4,11,15,73.33333333333333,3
1339019,F Lalmuanzuala,4,11,37,29.72972972972973,4
595882,Akhona Mnyaka,4,11,11,100.0,1
1263698,William Luxton,3,11,17,64.70588235294117,3
1193539,Jesse Tashkoff,1,11,12,91.66666666666667,1
1292502,Raj Bawa,2,11,14,78.57142857142857,2
277913,Bradley Rodden,2,11,11,100.0,1
934941,Pramod Chandila,2,11,17,64.70588235294117,2
1159788,Amiangshu Sen,2,11,12,91.66666666666667,1
465093,Robbie White,2,11,11,100.0,1
1336019,Afaq Ahmed,1,11,13,84.61538461538461,1
508964,Pulina Tharanga,3,11,14,78.57142857142857,1
348037,Graeme McCarter,2,11,8,137.5,1
51469,Shivnarine Chanderpaul,2,11,22,50.0,2
332398,Anil Mandal,2,11,25,44.0,2
594996,Ryan Klein,1,11,6,183.33333333333334,1
323244,Rahat Ali,7,10,24,41.666666666666664,3
423510,Salman Nazar,1,10,9,111.11111111111111,1
352809,George Banda,1,10,15,66.66666666666667,1
1287044,Remruatdika Ralte,4,10,18,55.55555555555556,3
1209292,Vaibhav Arora,7,10,17,58.8235294117647,2
486653,Zwelo Ntsimbini,2,10,22,45.45454545454545,2
697059,Zakir Hasan,3,10,13,76.92307692307692,3
1295851,Joel Davies,1,10,10,100.0,1
699719,Smangaliso Nhlebela,3,10,12,83.33333333333333,1
279856,Rohit Motwani,1,10,9,111.11111111111111,1
917159,Prasidh Krishna,8,10,29,34.48275862068966,3
384525,Zahoor Khan,6,10,19,52.63157894736842,2
279552,Shrikant Wagh,3,10,22,45.45454545454545,1
44396,Shane Burger,1,10,14,71.42857142857143,1
837609,Jake Carder,1,10,13,76.92307692307692,1
1181708,Nick Greenwood,2,10,6,166.66666666666666,2
1179498,Matthew Foster,2,10,12,83.33333333333333,1
40299,Farhan Khan,2,10,12,83.33333333333333,1
1300570,Matt Gibson,2,10,11,90.9090909090909,1
30102,Zaheer Khan,5,10,26,38.46153846153846,3
646175,Hiri Hiri,3,10,21,47.61904761904762,3
227712,Ashok Dinda,4,10,14,71.42857142857143,4
1058508,Abinash Bohara,6,10,17,58.8235294117647,1
228430,Abu Nechim,3,10,5,200.0,1
654261,Mohammad Asghar,7,10,17,58.8235294117647,4
964383,Kavish Panchal,2,10,11,90.9090909090909,2
49638,Farveez Maharoof,1,10,16,62.5,1
1159805,Tahmeed Rahman,4,10,21,47.61904761904762,1
1076376,Liam Scott,1,10,12,83.33333333333333,1
1145534,Mitchell Stanley,4,10,12,83.33333333333333,2
948589,Jordan Woolf,2,10,6,166.66666666666666,1
1210270,Pankaj Kumar,3,9,6,150.0,2
24237,John Mooney,2,9,10,90.0,2
605640,Junaid Dawood,4,9,14,64.28571428571429,2
399259,Alasdair Evans,7,9,14,64.28571428571429,7
625954,Jeremy Benton,1,9,9,100.0,1
674553,Zaid Saloojee,3,9,11,81.81818181818181,1
499559,Xander Pitchers,1,9,16,56.25,1
52969,Ramnaresh Sarwan,1,9,15,60.0,1
595966,Travis Ackerman,3,9,22,40.90909090909091,3
290633,Arun Poulose,2,9,12,75.0,2
596523,Kurtlyn Mannikam,3,9,12,75.0,2
1201540,Al Bashid Muhammed,2,9,17,52.94117647058823,2
465783,Vishwa Fernando,3,9,10,90.0,3
1287020,Dharani Rabha,1,9,5,180.0,1
995037,Mahidul Islam Ankon,1,9,10,90.0,1
942645,Khaleel Ahmed,9,9,26,34.61538461538461,6
942651,Pradipta Pramanik,1,9,5,180.0,1
1159843,Kumar Kartikeya,2,9,12,75.0,2
1159822,MD Rahmatullah,1,9,12,75.0,1
959775,Ross ter Braak,3,9,4,225.0,1
935881,Mohammad Mohsin,4,9,16,56.25,2
1104697,Scott Currie,8,9,18,50.0,4
1264431,Kadeem Alleyne,3,9,6,150.0,2
1265084,Harry Crawshaw,2,9,7,128.57142857142858,1
1070726,Liam Alder,2,9,14,64.28571428571429,2
1292526,Prasad Pawar,1,9,4,225.0,1
361162,Chanaka Ruwansiri,1,9,14,64.28571428571429,1
518097,Ahsan Malik,3,9,12,75.0,1
849737,Kanishk Seth,1,9,5,180.0,1
562086,Tim Rouse,1,9,10,90.0,1
566148,Patrick Grieshaber,1,9,11,81.81818181818181,1
594553,Dhiren Mistry,1,9,7,128.57142857142858,1
1115860,Aristides Karvelas,4,9,20,45.0,1
1246479,Kumar Nyompu,1,9,23,39.130434782608695,1
1130463,Arshad Iqbal,8,8,21,38.095238095238095,4
1207296,Divyansh Joshi,1,8,5,160.0,1
1256315,Lwando Tywaku,2,8,20,40.0,1
1246461,Walter Toppo,1,8,8,100.0,1
1171134,Faisal Akram,2,8,15,53.333333333333336,1
1169066,Blake Nikitaras,1,8,12,66.66666666666667,1
1131755,Harishankar Reddy,2,8,9,88.88888888888889,1
1229953,Conor Olphert,1,8,13,61.53846153846154,1
11728,Alastair Cook,1,8,9,88.88888888888889,1
783423,Imran Khan,3,8,9,88.88888888888889,3
1088612,Zak Evans,3,8,9,88.88888888888889,2
779937,David Moody,1,8,15,53.333333333333336,1
482546,Amit Mishra,2,8,7,114.28571428571429,2
425786,Ankush Bedi,2,8,5,160.0,1
932665,Tanvir Islam,1,8,7,114.28571428571429,1
238672,Nauman Ali,4,8,19,42.10526315789474,4
523342,Satsimranjit Dhindsa,3,8,15,53.333333333333336,2
28846,Raiphi Gomez,1,8,6,133.33333333333334,1
559440,Toby Lester,4,8,9,88.88888888888889,2
381031,Keagan Rafferty,1,8,3,266.6666666666667,1
1054811,Justin Gamble,1,8,4,200.0,1
31820,Ashish Nehra,7,8,31,25.806451612903224,4
554699,Vijay Zol,1,8,8,100.0,1
393428,Nathan Waller,3,8,21,38.095238095238095,3
330513,Akhona Kula,3,8,15,53.333333333333336,3
642539,Rishi Arothe,4,8,9,88.88888888888889,2
712249,Thokozani Peter,2,8,17,47.05882352941177,1
726101,Damion Jacobs,1,8,8,100.0,1
333805,Nick Buchanan,2,8,4,200.0,1
379885,Emile Kriek,2,8,14,57.142857142857146,2
25955,Basant Regmi,6,8,23,34.78260869565217,3
20032,Chris Rushworth,7,8,20,40.0,4
1175421,Varun Nayanar,1,7,7,100.0,1
1070706,Joshua Stephenson,2,7,16,43.75,1
627214,Saurabh Kumar,1,7,3,233.33333333333334,1
941959,Qadeer Ahmed,4,7,12,58.333333333333336,1
736107,Lukas Carey,2,7,10,70.0,1
1403161,J Biakthanpuia,1,7,21,33.333333333333336,1
1175467,Atharva Ankolekar,3,7,13,53.84615384615385,2
779973,Saqlain Haider,3,7,26,26.923076923076923,3
348031,Derone Davis,2,7,11,63.63636363636363,1
1403151,Arien Sangma,1,7,21,33.333333333333336,1
1283740,Ihsanullah,3,7,12,58.333333333333336,1
452472,Anshy Rath,1,7,10,70.0,2
1048739,Ravisrinivasan Sai Kishore,1,7,5,140.0,1
5017,Xavier Doherty,2,7,10,70.0,1
4504,Ahillen Beadle,1,7,7,100.0,1
946375,Tahir Isaacs,2,7,15,46.666666666666664,2
1159949,Sultan Karim,3,7,12,58.333333333333336,2
1203669,Akif Javed,5,7,14,50.0,2
524247,Alei Nao,2,7,5,140.0,1
1048739,Sai Kishore,2,7,13,53.84615384615385,1
637149,Liam Hurt,2,7,14,50.0,2
241736,Tom Khoza,3,7,7,100.0,1
50163,Dhammika Prasad,1,7,6,116.66666666666667,1
1041211,Sam Conners,5,7,10,70.0,2
1163661,Neelam Obi,2,7,24,29.166666666666668,3
1164186,Shivank Vashisht,2,7,13,53.84615384615385,1
1300581,Anirudh Singh,1,7,3,233.33333333333334,1
1109144,Thula Ngcobo,2,7,7,100.0,1
1009835,Jack Blatherwick,1,7,4,175.0,1
824389,Mohammad Naqash,2,7,8,87.5,1
1010307,Ryan Patel,3,7,10,70.0,2
914581,Kofi James,1,7,4,175.0,1
